screen_name,cluster
nancyharrizon,1
ClimatePoet,1
CarolyneKershaw,1
Fealty2facts,1
ally__catt_,1
corpseinthesky,1
sunkfarmer,1
Cheshire__red,1
chriskoch73,1
amyjademaxwell,1
PAVLO_penguino,1
DatHominem,1
Marky80032365,1
ughhjonny,1
elliekirkk,1
ceydeno,1
SteveW_Leave_EU,1
The_Gent49,1
Gertrud29409036,1
Dorkopotimus,1
nerdythor,1
crankymermaid,1
GirlsOwn,1
Liberalperspec1,1
Nlopez__,1
binagoito,1
paligap17,1
ellnlvll,1
ashoswai,1
frank_weening,1
maine_mainely,1
PsychdelicPics,1
EnvelopeSpooner,1
emilylime,1
sltrib,1
meganromer,1
cattleandcorn,1
MenITrustt,1
dominicmarcus_,1
HenryMakow,1
melgarian,1
victoria_rayyy,1
llaurenjohnston,1
Jegjrjoepa,1
lavrys,1
mayihavecoochie,1
rubiii_aaa,1
KatieKronewitte,1
WildAid,1
lpopsicle,1
irishstewart,1
kay_emmee,1
Scripps_Ocean,1
Dcoronata,1
lbergkamp,1
OptaJoke,1
abbyjords,1
YousefWg,1
TerliWetter,1
compatimale,1
mockennna,1
quantick,1
john_m_kelly,1
jacobjerickson,1
EcgoLC,1
maddyj15,1
AGU_Eos,1
PricelessPontus,1
CharlesBurns11,1
caracaskid,1
IvanPentchoukov,1
jdbau,1
MikeLodato1,1
planetshua,1
espreseo,1
weloveeconomics,1
ShayeGanam,1
EcoSenseNow,1
danjonesccg,1
PrplMnkyCupcake,1
a_imran_m,1
originofspace,1
rahmstorf,1
markrstoll,1
itsdivyag,1
theresphysics,1
anna_938,1
p_singh99,1
bigbangadicted,1
easterncomd,1
JosephDise,1
tmiles57474741,1
TurleyFinn,1
JesseLBK,1
Simplyred4x4,1
ADB_HQ,1
Phil_Nourse,1
NicholasRSwart,1
StillDelvingH,1
ivywintxrs,1
ZinnEdProject,1
sheka0161,1
mirandastarke1,1
SoulGoddess1111,1
Manleyrn99,1
KenWestEsq,1
gremisch,1
aureanxzxire,1
GreenCampaignAf,1
iowa_trump,1
MadScientist212,1
Tulane,1
Konducta4LFE,1
lil_wage,1
neronelbombero,1
RealJeffTidwell,1
prageru,1
SteveDeaceShow,1
SusanFloresta,1
ailene_renee,1
GrahameLucas,1
20_20Visions,1
QuancyClayborne,1
_SanchoSZN,1
ChristianM3mes,1
D16584667,1
King_Kai96,1
EsRevorTeR,1
justbazzzz,1
Livvy4now,1
haaretzcom,1
DaveFernig,1
popcummer,1
semprescettica,1
ExtinctionR,1
mboudry,1
josewarsaw,1
MatthewBeardmo3,1
CitznsClimateOx,1
ScubaHobbs,1
andrewrawnsley,1
FergfaeAberdeen,1
mvisbeck,1
stephistacey,1
macjek,1
ben_hr,1
Deplorable_Jame,1
resp4wn,1
LeoYD850,1
heyselknat,1
ThomasPilchard,1
RoyalPerogative,1
SenatorDoug,1
DVATW,1
Piecezilla,1
Niquelouise_,1
Feb_WaltGrace,1
XRCardiff,1
NeilSpurrier,1
GK_arlen,1
ConversationUK,1
AkashvaniAIR,1
palpatinespussy,1
divulgacionfull,1
Angelique_1021,1
OddemocracyA,1
poppe_n_hutch,1
DougGately,1
loonaonethird,1
VollerBrad,1
belllajenkins,1
ejsnaves,1
unaipasku,1
abdullahmagsi_,1
Josiene23204626,1
hridayeshjoshi,1
Heidi_Nacht,1
roobadoo87,1
susheadass,1
JuliaDiamonds3,1
domyoonji,1
TundraTabloids,1
Johnathan_C15,1
sarahzamanaaa,1
lukeguansing,1
FlaviusEye,1
djolder,1
plantae_org,1
Wrak,1
gross_13,1
SatPaper,1
Kat_truthseeker,1
TilkaIV,1
brendaeveth,1
alcwik3,1
OnlyoneNationCa,1
GaryKaltbaum,1
KumulWarrior1,1
SheaSerrano,1
Weagle48,1
JonJester1,1
JeffElder,1
KonservativeKAT,1
guarini_marco,1
Labrie8,1
TeffJhomas,1
hey_jordn,1
qwiktrade,1
CraigCo62,1
mzjacobson,1
wolfboyq,1
lisapease,1
djculpepper22,1
JordanDavisPoet,1
jerry2314,1
ZaneZodrow,1
whadafvck,1
smooth_op,1
KimDotcom,1
ReachScale,1
peaceofamani,1
hamjenkinsIII,1
WeebDaCat,1
julp,1
sithobserver,1
raywilton4,1
sideen_dan,1
ttaylorfitness,1
NancyHline,1
learica13,1
JBiebxRose,1
BadlandsBoyse,1
Sheldon_Walker_,1
dairyfreedoIan,1
robbipl,1
farmergray,1
sidefootvolley,1
soleinaar,1
Steve5p56,1
denkimirai,1
QuinnKearney,1
Plynn329,1
SCOOPYEWEST,1
isabelaseraffim,1
spock246,1
milliemadden,1
dopedalvin,1
nymphsite,1
seouIjhs,1
giacomozucco,1
Real_Science007,1
LSampson630,1
reeraboo,1
magicfreak81,1
factsrfriends,1
lillmangomami,1
GillesnFio,0
bitemygIass,1
margotfenty,1
CoryBMorgan,1
TomHoltzPaleo,1
ChrisGr86712795,1
sarahmaria0414,1
ctrlcreep,1
MoooPapa,1
_michealaorr,1
caitlin_anne16,1
AllahUniversal,1
EcofiscalCanada,1
zagnett,1
JohnMooneyST,1
MahouShoujoBebe,1
MrDarcyNo1,1
maddiemoen_,1
madelinewcopel1,1
buckysploms,1
karolpara,1
MelissaJPeltier,1
emma_demski,1
Pixie_Poet,1
TechTomM,1
IanScott1982,1
normanokay,1
emythee,1
DJLOK,1
Aardbloke,1
Ozetty,1
RekeningKosong,1
sunrisephilly,1
NSA_QIL,1
RoninPoland,1
nickreeves9876,1
JosieKimbowa,1
Mackdaddy_h,1
Earthlife_JHB,1
mumonamission5,1
hamzah__hussain,1
tzuyuaena,1
CSHandWellness,1
cstclair1,1
stillbaint,1
AlainP31,1
townhallcom,1
alexjfairley,1
sfinkadinkle,1
ales_kot,1
asheeka1,1
isme_roudrizzle,1
maxxholden,1
LBC,1
TSimon11,1
PranavBhatia18,1
heaveninswift,1
RogTallbloke,1
Torund,1
freedomgirl2011,1
mooglybones,1
chetbtester,1
DanielCueto14,1
BannedSquid,1
puttdaprophet,1
jdgreen811,1
rainycorty,1
Energy4Humanity,1
ScottWx_TWN,1
samjknights,1
AndyMilesco,1
IngersolRobert,1
ScienceWithIve,1
itscooltobecool,1
DesignGreek,1
CairaNichole,1
alphadelta986,1
alexandrajade24,1
SeanBannion,1
DHLUS,1
denk_w,1
losintabs,1
kevinmoon_com,1
punditclass,1
priyology,1
BigJoeBastardi,1
DJSnM,1
GlblCtznUK,1
goodsiter,1
swbearr,1
VTulkki,1
business,1
Bardissimo,1
dw_environment,1
bbcweather,1
Jim_Cornelius,1
Zackwri23910699,1
ClassOf82_AVFC,1
theprojecttv,1
ILuvCO2,1
AustralianLabor,1
croydoncathy,1
theCALMzone,1
duncanshrubsole,1
CGIAR,1
rnclelland,1
JaneEMCallaghan,1
Cath_Read,1
IWA_Wales,1
AlbertoNardelli,1
saoirse_mchugh,1
timeshighered,1
nevpierce,1
FlickReynolds,1
JWhiteWildlife,1
japan,1
AnnabelMullin,1
rosebud_2,1
SocDemsLO,1
Prof_DFrench,1
MrDenmore,1
RockinRobyn48,1
Fridays4FutureP,1
alastairmci,1
sunnysingh_n6,1
WWFScotland,1
JapanGov,1
smakelainen,1
stukhan,1
Beany_1,1
nishantkumar07,1
SteveOrmerod,1
ExposeMediaBias,1
margokingston1,1
remainvoter,1
PochinRos,0
EmmettScanlan,1
ARYNEWSOFFICIAL,1
summerserino,1
TheEVside,1
the__chez,1
Cyclistie,1
SEIresearch,1
JenniferMClarke,1
KarenKenny9,1
FaithVictoryRW,1
HoolyMcg,1
HarmonHilary1,1
XRBristol,1
resophonick,1
medialens,0
JimFarnborough,1
cathymferguson,1
EURACTIV,1
camerontw,1
AustMarConsSoc,1
Mark_Butler_MP,1
LabGND,1
MirandaJonas5,1
tom_chance,1
climate_earth,0
WildlifeMag,1
Maudon52,1
jonkuhrt,1
HappyCityUK,1
UNDP,1
CAFODSchools,1
ryry_walton,1
aka_pierrecouvy,1
ProfMarkMaslin,1
2013Boodicca,1
ImIncorrigible,1
deniseshrivell,1
FredrikJutfelt,1
CalmastWIT,1
PhilRhodTaylor,1
TrulsGulowsen,1
skylarkwarrior,1
Slate,0
sipawe,1
andyb_poole,1
OccupyLondon,1
PerfumeFlogger,1
deCOALonize,1
NorwichXr,1
stevecoleOxford,1
ABCthedrum,1
AceMcWicked,1
ejwwest,1
Geates,1
DocsEnvAus,1
PYCousteau,1
DonnachadhMc,1
kimbakit,1
jamieh7,1
Bossy_Leah,1
Callan_is_angry,1
BBCNewsNI,1
Gabriel_Montoya,1
xeccar,1
IrriHub,1
jeslach,1
dlsgibson,1
benwhitworth,1
HeyBert4,1
MrsHumanities,1
marvisirmed,1
ijeffery,1
TheEconomist,1
evanoconnell,1
taylenno,1
J_C_Campbell,1
BBCScienceNews,1
stuartmcw,1
MiseAnja,1
carpetofleaves,1
DanielBleakley1,1
MikeSpikeSS,1
curt_champ,1
El86562179,1
RecyclingBC,1
threethousandt,1
JonathanSerpell,1
IsScurred,1
Miles_Brundage,1
DrKyburz,1
sanjeevhastir,1
Manupurself,1
ChrisStringer65,1
YouGov,1
PierceCampion,1
CsLh1311,1
rheaamariaa,1
NakedAxiom,1
MrEmilyHeller,1
MariPantsar,1
bhilaremanali,1
RACSurgeons,1
annanostrand,1
BBCNews,1
timpoliti,1
GCobber99,1
janet_rice,1
NatureNymph,1
wattsupwiththat,1
OxfaminZim,1
newhumanitarian,1
JohnDiesattheEn,1
Kov_ka,1
WVAnews,1
AaronDodd,1
_jellyve,1
ColeyTangerina,1
ElodieFeller1,1
glowInthed0rk,1
zalisteggall,1
dvidsilva,1
JessRiz,1
blake1swanson,1
BamMathias,1
everytimeisigh,1
travishelwig,1
novakglobal,1
benFranklin2018,1
BlckPorcelain,1
barkadababy,1
WinklerPartners,1
SBSNews,1
Eric_Doherty,1
alisonborealis,1
carmelmccallum,1
JackCampbell420,1
jhkim8413jhk,1
paulinapunlina,1
GawdSpareUs,1
en_germany,1
MunaNawabit1,1
miaaarnone,1
DiscoverMag,1
Rewire_News,1
NoFibs,1
carbonmastersuk,1
memorynguwi,1
HShooboobbee,1
georgefwoods,1
DonnaNoble10th,1
MsAvaArmstrong,1
dailytelegraph,1
RobynOBrienUSA,1
AshGhebranious,1
geelongaddy,1
loisbeckett,1
KurtSchlichter,1
Mae,1
GeoffsAgHortHub,1
morandajoireaux,1
pusman_DE,1
Manglewood,1
quandary,1
AngryGranny1,1
JEXST4,1
VFritzNews,1
TristanEdis,1
CleanAirMoms,1
ANUmedia,1
HELPFULTONY,1
baphometadata,1
essenviews,1
GuardOfForever,1
goodoldcatchy,1
jacobotreto,1
GlobalLF,1
vicpagecarter1,1
johnb78,1
Tank9999,1
TheThingAboutX,1
mtnman0038,1
MehreenFaruqi,1
Scrubb_,1
paulmanly,1
FAO,1
DarrenSweeney,0
TrinityMustache,1
and1formahler,1
travistravers,1
pcharlesjr,1
AllNewsAlliance,1
TomthunkitsMind,0
LeannaEsquivel,1
naomirwolf,1
tannnit,1
SierraClub,0
SusanofTexas,1
BritishPodcast,1
barefootmatthew,1
mrsombudsman,1
zthomp,1
Hanksingle,1
SpaceArtAl,1
charlvene,1
firo_twt,1
AdamGMayers,1
lilhommus,1
chiachuks,1
TraversMcLeod,1
AaronBrockett12,1
Mr_21stCentury,1
QueeringPsych,1
akutaqfanclub,1
nature_org,1
hausnaks,1
sofiuhhhhhhh,1
kategracee,1
BarbaraBoxer,1
GriffinStibor,1
benspidey,1
MPRnews,1
campaignforaid,1
MSHNBerkeley,1
cherryice,1
Kait_TheGreat23,1
MarilynMab2,1
SteveBruceCBC,1
emilyivoryy,1
kmac,1
Dawson100000,1
JosephVillarr14,1
nick__page,1
samred,1
HarvardChanSPH,1
DMRegister,1
curtin_rc,1
alexk710,1
purlgurly,1
b_deplorable,1
laffykaffyy,1
MONETARY_MAYHEM,1
SEI_Erickson,1
CoolDotCom,1
_m21z,1
ggrace003,1
stevewardpoli,1
BisforBerkshire,1
cathmckenna,0
CarnivoreKeto,1
PJMedia_com,1
GordonShumway66,1
CraigNolan928,1
ljgillin,1
BethanyinCBR,1
vichygirl,1
C_BuckNERD,1
Greenpeace,0
parsonshanged,1
JinsCroissant,1
srnawaz09,1
GreenpeaceNZ,1
cleantechnica,1
timinmitcham,1
HapkidoBigDad,1
opinion_pal,1
TomJ15582141,1
Gbgedhari1,1
irma4supervisor,1
NewYorker,1
RealLuisMireles,1
dsiroonian21,1
MrVop,1
skeletonbuddy,1
RebelGretel,1
DuaneDawson6,1
ciarandowney,1
DrMaryHoward,1
Peter90666913,1
stephendziedzic,1
arb,1
msrose2343,1
fortismind,1
LeeShangLun,1
EilyHite,1
mlamdin,1
RL_Miller,1
teragr_am,1
MPaulkovich,1
Cj_phelps,1
mrswendymturner,1
Notbuyingthisbs,1
DanWiley1,1
rbtstaaa,1
ActOnClimateVic,1
zumbdy,1
elaineroisin,1
1300KWL,1
LillianJClark,1
hughriminton,1
CanuckTraveler,1
AngelaBelcamino,1
wcjackson2,1
TobyWalsh,1
bukowskikerouac,1
nealejones,1
WWF_Australia,1
SassyEconomist,1
ericlo,1
EdKrassen,1
ACOSS,1
markassini,1
AOC,1
tristennew0608,1
sheldonaintcool,1
JoshEberley,1
WWFNewZealand,1
csferreira08,1
StenBender,1
CivilEats,1
SenSchumer,1
barbarikkizzle,1
GreenRobShep,1
WillAAmos,1
contracallie,1
DrAHButler,1
Penn,1
ChiefRaconteur,1
SoundsKugle,1
manjusrii,1
TristanCorkPost,1
KYPatrick721,1
woke8yearold,1
doodlemancy,1
charlie_swords,1
the_strix,1
KassieSiegel,0
reneestjean,1
RavenCretneyNZ,1
jiminalizm,1
BrooklynSpoke,1
jfinn1971,1
BestStephen,1
sallyrugg,1
whoisanhel,1
ubcforestry,1
Yumi_Kotani,1
FortuneMagazine,1
laurel_moo,1
DrGCrisp,1
jimmy_weasel,1
MadSciTeacher1,1
Lyraxian,1
BulletinAtomic,1
deyelli,1
maggieatlas,1
DoctorVive,1
DirkZ1,1
LNPvoterfail,1
teioh,1
SocialistVoice,1
annelisenews,1
DIONYSUSKIM,1
JordanUhl,1
Al_Paca_Jr,1
kaleaneiviller,1
iraflatow,1
GerryxSimons,1
IceSif,1
rightsagenda,1
JedMSP,1
bsfinkelstein,1
MarianSmedley,1
mrose1965,1
grandinboy,1
JulieOliverTX,1
naomi_kellogg,1
JooBilly,1
zoeyjsalsbury,1
staceyNYCDC,1
finn_phineas,1
angellopezzz,1
JoAnneSimonBK52,1
bushido_thot,1
pgal10,1
ReichHarry,1
sunrisemvmt,1
theblackeffect7,1
aaxlt1,1
itsgavinfrantz,1
wretchardthecat,1
RevChuckCurrie,1
rmcint16,1
hheistt,1
ItsBouquet,1
thetroublemag,1
JimEckmage,1
kanethornton,1
geoscal,1
_laurenwood4_,1
psychdr100,1
cayimby,1
erlesen,1
KANDlSHA,1
FullyChargedDan,1
kaffetank,1
HustlerMag,1
fabmar2018,1
doctorow,1
DiversityArtsAu,1
datsruuude,1
tomc1hotmailco1,1
lovestoned,1
daedaejr,1
brianmenounos,1
invisibleinkie,1
hughsansom,1
IrelandSaysNo,1
lukeobxx,1
realjuliegraham,1
Dean_Nimbly,1
sploach,1
tmcos_tony,1
ThatsMyDog8,1
firehorse2912,1
MaibachEd,1
PersuasionRisng,1
TeachSDGs,1
kcexec,1
topnigel,1
Madelinksi,1
yanbouz88,1
JeromeDoraisamy,1
AnnaCat_Brigida,1
spc_cps,1
alaskawild,1
labour,1
Jenn877,1
Willotron,1
MySea2Sky,1
Lucky__Jo,1
NorthamptonXR,1
MarketaDee,1
SenatorReid,1
NukeForClimate,1
PatDollard1,1
stevyrino,1
alIieprice,1
SarahClarkin,1
KingCountyWA,1
Chris_Saltmarsh,1
YaleStephens,1
IrishEnvNet,1
AndyBrown1_,1
WeirdHandLuke,1
emilyguyyy,1
marleybennett,1
rtenews,1
kvetchings,1
morganrose0971,1
IARC_Alaska,1
mnnurse10,1
Warlander,1
Niamh_OFlynn,1
jamiehanley,1
HantsIWWildlife,1
IlhanMN,1
XQAmerica,1
ezraklein,1
RobertJNowicki,1
glasgow_kat,1
JCGeography,1
NYGovCuomo,1
Heronymus,1
tori_o_b,1
EuropeanBriton,1
AspenInstitute,1
timjonesbooks,1
samim,1
KevinHague,1
Librepenseur,1
bennosaurus,1
nicholastmusic,1
Cesttttt,1
mashable,1
AllenFrancesMD,1
basicflowrrr,1
XR_Ruhrgebiet,1
willrnav,1
BjornKHaugland,1
ChangeHub_Janet,1
drjulieb1,1
eminwang,1
EDONSW,1
jgjcarey,1
SenTinaSmith,1
IBJIYONGI,1
BBCWorld,1
AndrewLRJackson,1
maevery14,1
BBCJayneMcC,1
CristobalJAlex,1
schipper_lisa,1
JanelleWatts,1
far_ah_way,1
SimonBanksHB,1
OdiseiaFerina,1
morganmccarthy4,1
RepJayapal,1
ChngeOfficiaI,1
BMarchetich,1
longestsigh,1
350nz,1
QTweather,1
tveitdal,1
relaxjoshmusic,1
DrElizabethRose,1
blobelwarming,1
DearChenette,1
diarmuidtorney,1
ColaptesAuratus,1
ocio2040,1
DathEmerson,1
Demos_Org,1
AaronBastani,1
the_sioux_chef,1
BFriedmanDC,1
ClimateChangeUS,1
IcahnMountSinai,1
MadisonDaisyyyy,1
Jesse_Hirsch,1
UNEP_FI,1
LilRedRooster,1
melissakp,1
TheUSI,1
meineLetters,1
ABCWorldNews,1
AnTaobhRua,1
foe_us,0
Iran,1
flooduk,1
KTredz,1
nasma_ahmed,1
one4Canada,1
NEI,1
SkyLosier,1
SoSofieFatale,1
DailyMail,1
metafinch,1
ABC,1
mpmwilko,1
trevdick,1
curiorambles,1
dbirch214,0
africasacountry,1
merylbatchelder,1
ChrisMartzWX,1
pearkes,1
shannonmstirone,1
Sanders4Health,1
PopMech,1
KyndallDoesWell,1
killgods69,1
burlinghoffras1,1
chill_harder,1
LaurenceTubiana,1
GregTaylor100,1
ShawtysLikeA_,1
BBCTomFeilden,1
iamAtheistGirl,1
LaurieScottPC,1
carlzimmer,1
ByronYork,1
shmigel,1
herbivore_club,1
solon594bce,1
DeplorableShiv,1
johncurtinEA,1
Chantepoule,1
nataliesurely,1
Boscorelli55,1
GRunowski,1
onlxn,1
mattmulrennan,1
CityLab,1
NadiaMubarakPTI,1
BazzieSmith,1
OneMoreLightLB,1
mlcalderone,1
MrsCRacco,1
GerberKawasaki,1
OkeeffeLynn,1
AdrianLowe,1
UO_Research,1
ConservationOrg,1
ScienceMarchAu,1
Jamie_Woodward_,1
AmyHildrethChen,1
hazechu,0
RealGeoEngWatch,1
sophiegaughran7,1
antonioguterres,1
Zenfucius,1
JordanBLoewen,1
yogaDGAF,1
TorEkelandPLLC,1
sorchafitz,1
mligenzaa,1
This_is_Left,1
JamieTamtekin,1
DavidLWindt,0
LiveScience,1
SkyNews,1
ClareBaileyGPNI,1
MillerHaleLife,1
DianaWr48476186,1
JUST,1
SashaLyutse,1
BarkinDavid,1
AgeofVictoria,1
mikamckinnon,1
brandipuddle,1
caseyclowesaz,1
marvelwonderkat,1
JoeLipham,1
n0__f4c3,1
digg,1
jellsmoor,1
IrishTimesWorld,1
kevin_the_king,1
Ktduffyx,1
JohnP1505,1
DoodlebugKRY,1
Chris_SactoCA,1
LEsupporter17,1
ChispaAZ,1
whorechataxox,1
layanbeirat,1
ricochet_en,1
AshleyMonster23,1
BuchanMarkie,1
OilGasCanada,1
massivesci,1
VPRCramer,1
rowena_kay,1
slifty,1
GraemeNZ01,1
Jess_Shankleman,1
devon_cantwell,1
dorothylynne_,1
ebonileeburke,1
garylangham,1
britishemily78,1
Laurenaaah_,1
KateAronoff,1
petervikesland,1
adamghinds,1
climateprogress,1
SustDev,1
cody_a_hill,1
Sabbar_11,1
Gizmodo,1
BespokeEB,1
cityuponawill,1
gwitchinkris,1
Aviibear,1
GeoffDembicki,1
MonmouthPoll,1
allaboutheben,0
FSB_TCFD,1
olliedewis,1
liamdv4,1
luisbaram,1
owenplaywright,1
aaronnemo,1
KloudiaSakowski,1
MimiAugello,1
paulodonoghue93,1
mattowen1986,1
lbishopw,1
Ricardo_Bald,1
ROCKWOOLInt,1
sarahberms,1
walter_t_evans,1
DFAaction,1
CJtheDJ3791,1
environmentca,1
mozuckerman,1
canislatrans,1
Tim_R_Dawson,1
BbcClimate,1
GraceLuvumbu,1
Jansant,1
ukudigada,1
LibdemBeki,1
Summer1land,1
kkelle29,1
LyssRyann,1
KikiIzumi,1
tyzula__,1
CorbynHope,1
kevinwsenior,1
Tesla,1
DavidPerryCEO,1
NRDC_Global,1
WeAreCanProud,1
relliotmeyer,1
EaniaMac,1
JstnGreen1,1
conorduffy_7,1
UN_Spokesperson,1
ChrisDaviesLD,1
Univ_inenglish,1
trocaire,1
SFDublinCentral,1
sovietblobfish,1
ChrissieGrech,1
ElizabethMay,1
xennialsforbeto,1
Americares,1
PolarBears,1
Kimbchemistry,1
abid_rob,1
dorianwarren,1
themadstone,1
RonaldKlain,1
EuropeInGhana,1
GHGGuru,1
Andypandylathe,1
superultrangel,1
MisterCommodity,1
RoKhanna,1
mateosfo,1
CLFMoses,1
FastCoDesign,1
timesofindia,1
arbuzzy,1
ICE_Markets,1
stu_sendelbach,1
UKinMexico,1
DrBakBak,1
oxfordsolarpv,1
CZEdwards,1
djinn_the,1
ItsMigdallTime,1
Briansmyth99,1
FreshEnergy,1
SusanSchorn,1
BenjArtStafford,1
theracooon,1
TheGreenParty,0
MattMurph24,1
Thomas_Binder,1
NYCDSA_Climate,0
sarahbdas,1
yayitsrob,1
undeadmp3,1
TheKavOfficial,1
Alyssa_Milano,1
DaveKauffman7,1
ContentLeftist,1
serial_miller,1
JaniceFiamengo,1
__DanielleRenee,1
msmarielyons,1
arctic_today,1
gavreilly,1
Channel4News,1
ed_hawkins,1
DeanFieldingF1,1
stejeh,1
LeeDingain,1
LondonLibDems,1
cgtnamerica,1
Adequate_Scott,1
23andMe,1
andrew_tomayer,1
humourme1234,1
kxcii,1
AirportWebcams,1
sugallagher2,1
SCWolfram,1
duskybatfishgrl,1
MailOnline,1
EcoWatch,1
archpaper,1
_julialeigh,1
arihantpub,1
mitchellvii,1
lundegaad,1
apadillafilm6,1
InterfaithWorld,1
talkRADIO,1
StephenDonofrio,1
davconnolly,1
cyndiwanek,1
Living_Future,1
CevikusDeniz,1
UCSUSA,1
the_blochian,1
NOAAFisheriesAK,1
sdarcycollins,1
MikeSeldenFF,1
SebastianEPayne,1
chuck1968,1
nauplius97,1
MN_350,1
GogginsJamie,1
CEPData,1
caronmlindsay,1
MrDominicBuxton,1
turtlekiosk,1
HackneyLibDems,1
LGJanetAustin,1
RorySheehy,1
LimonGladys,1
gwcdunk,1
SameSaysJames,1
ben_gettig,1
DarylT_13,1
ReilySeanConn,1
ArcticFocus,1
ilenviro,1
XposeTrophyHunt,1
climate_ice,1
tclementsuk,1
JamesHubbard113,1
deb_aura1,1
ADHalliwell,1
SLA1500,1
JLWard55972465,1
edgarrmcgregor,1
aliyahzaidii,1
ElectCDavis,1
MSFTResearch,1
S_Catsgotmyback,1
talkfracking,1
liz_odriscoll,1
JesseLehrich,1
CarbonActionNow,1
brynnobrien,1
RafaelParraPena,1
iemanet,1
NorwayUS,1
Reuters,1
GovTimWalz,1
lipmannj,1
elliot_sperber,1
WEschenbach,1
afulton345,1
ForTheirFuture_,1
SenBellows,1
SenFeinstein,1
KarenStillerman,1
Emmett_UCLALaw,1
GetReady,1
cooksventure,1
AliDriverUK,1
ranjuice,1
350Canada,1
Power_PB,1
AlexandriaV2005,1
ReubenWills1,1
dr_sakthi,1
TiredCommunist,1
CCLsaltlake,1
DaveAHopkins,1
RickStrom,1
g_meslin,1
TomBoadle,1
liz_dahl,1
lane902,1
AirportWatch,1
NCDOT,1
cp_adams,1
unfoundation,1
ourdailyplanet,1
danmucida,1
DailyMailCeleb,1
Earthjustice,1
YorkshireLad_87,1
TheWorldWatch,1
adsnell,1
MontereyAq,1
PadraigFlattery,1
HuntsGreenParty,1
RippleEnergy,1
Jumpsteady,1
lartist,1
HenrySternCA,1
SatansJacuzzi,1
McrClimate,1
kissthegroundCA,1
Laurel_Standley,1
SondreLerche,1
BobolinkFan,1
jasonnobleIA,1
soymilkbby,1
__bjork,1
100000000eyes,1
nickheil,1
damianradcliffe,1
JessicaBellTO,1
CIFOR,1
janis_wilds,1
StopCorpAbuse,1
FastCoIdeas,1
nomoremister,1
LindaSuhler,1
Michael_Thawe,1
OpenSecretsDC,1
blue_man_chu,1
SorchaPollak,1
H4HInitiative,1
RossRomanoSSM,1
DanaLehmann,1
_RichTweets,1
KatieOWrites,1
matt_motta,1
maevestone,1
allisonceck,1
slorantes,1
Lee52603726,1
i_D,1
schestowitz,1
Agent350,1
NPCA,1
aclima,1
partykristin,1
ADoyleTD,1
eschor,1
Cecalli_Helper,1
MarcLeeCCPA,1
WaysMeansCmte,1
loriedubo,1
Samiknowsbest1,1
PolitiFactWisc,1
ksw1monk,1
ashkenegro,1
M_Star_Online,1
MadisonECondon,1
lillyspickup,1
philhill1301,1
foeeurope,1
svatikirsten,1
ciara_wardlow,1
kbswanso,1
jules_su,1
foo4ah,1
yehoak,1
wxjay,1
StevenMufson,1
triofrancos,1
IMontoyaResists,1
Thomas1774Paine,1
WallisColours,1
graeme_sr,1
paviraksha,1
WWTworldwide,1
absurdistwords,1
DrKateMarvel,1
iouwon,1
KelseyTuoc,1
lunaperla,1
LoubinWally,1
ItTakesAForest,1
GlblCtznCAN,1
APPCPenn,1
SAPhightech,1
EdwardTHardy,1
steeletalk,1
MrDash109,0
CalvinHelin,1
jessehitchcock,1
colly,1
PBCresearch,1
FiveRights,1
RebelRunnerGirl,1
supernick71,1
NikkiBJA,1
POST_UK,1
fascinatorfun,1
LondonEconomic,1
kajlofgren,1
a_for2day,1
EUinLebanon,1
makrishna,1
MDSeaGrant,1
anti_minotaur,1
Trump_Patriot7,1
Ireland_Greener,1
Ada_McKim,1
CPCatapult,1
SenHannahBeth,1
maritstiles,1
sophie_e_hill,1
TricksyRaccoon,1
katdharrison,1
Wright_S_Lucas,1
CynBlogger,1
Sillyshib,1
dilfisland,1
livingwithewoks,1
UCDavisHumphrey,1
E4Dca,1
stranyannie,1
csirankit,1
tictoc,1
blysx,1
RodPhillips01,1
AndyDoree,1
PeteEcology,1
Pembina,1
jrashall,1
VorthosMike,1
wowo101,1
MaddDawgDailey,1
novaramedia,1
BulwarkOnline,1
MAlllPOWER,1
RocklynDude,1
CAFOD,1
kottke,1
tzmglobal,1
i_am_mr_krabs,1
GraysonBarnette,1
Lady_ClaireUK,1
ClimateChangePK,1
ClaricePerryman,1
tomi__kehinde,1
CJAOurPower,1
AMNH,1
HonorTheEarth,1
rdrake98,1
KenGardner11,1
ThisIsMillwall,1
bbcpodlitical,1
NRDC,0
fulcher_george,1
vijaythani,1
CroesyGeog,1
Shushmula,1
KSweeneyPBP,1
katerbellamy,1
SpencerAndres,1
PoliticsReid,1
scwtngprocess,1
celspellman,1
TOAdamVaughan,1
oneearth,1
CLA_Coleman,1
SheffieldStar,1
MattBakerEnergy,1
frankejames,1
designergirla,1
SaintTibulus,1
SenCortezMasto,1
WeeWalkingTours,1
newscientist,1
LanzaTech,1
TheronC,1
MAGAPOTATO,1
boosterhooch,1
jozeemac,1
SALTConference,1
SarahVandenEede,1
NYCComptroller,1
JanineJansenTV,1
ewarren,1
msdanifernandez,1
DSchrantz,1
GrowGreenCities,1
GeoffBurgan,1
OireachtasNews,1
Salebugle,1
juanajaafar,1
milang,1
DoctorsXr,1
CBCIndigenous,1
CeresNews,1
AlbertoPots,1
HigginsRon,1
47_canal,1
Xhallum,1
cdaubitz,1
Dana93632208,1
100PercentMN,1
